brewery_name,address,phone,latitude,longitude
The Belgian Monk,"7 Pottergate, Norwich NR2 1DS, UK",01603 767222,52.6298776,1.2925466
Flack Manor Brewery,"Romsey Industrial Estate, 8 Greatbridge Rd, Romsey SO51 0HR, UK",01794 518520,50.9961691,-1.4970712
Brouwerij Donum Ignis,"Leebrugstraat 55, 9112 Sinaai-Waas, Belgium",03 772 16 43,51.1520679,4.0059537
Pivovar Litovel,"Palackého 934, 784 01 Litovel, Czechia",585 493 111,49.6946593,17.0749725
Doctor Flotte,"3280 Dauphin St # A101, Mobile, AL 36606, USA",(251) 450-3700,30.6902279,-88.1244272
Braucommune in Freistadt,"Brauhausstraße 2, 4240 Freistadt, Austria",07942 75777,48.5101575,14.4998074
Tap Social Movement,"27, Curtis Industrial Estate, N Hinksey Ln, Botley, Oxford OX2 0LX, UK",01865 236330,51.7514227,-1.2950185
The Beer Boutique by The Beer Store,"11066 Pecan Park Blvd Ste 117, Cedar Park, TX 78613, USA",(512) 257-3252,30.4698663,-97.7988576
Crutched Friar,"39-41 Crutched Friars, Tower, London EC3N 2AE, UK",020 7488 3243,51.5112422,-0.0789019
Brouwerij Stokhove,"Akkerstraat 1H, 8020 Oostkamp, Belgium",050 73 47 82,51.1075666,3.2263379
Willow Park Wines & Spirits,"10801 Bonaventure Dr SE, Calgary, AB T2J 6Z8, Canada",(403) 296-1640,50.955876,-114.0686878
Aubinger Einkehr,"Gößweinsteinpl. 7, 81249 München, Germany",089 875581,48.143795,11.4170132
Boxcar Social,"70 Temperance St, Toronto, ON M5H 0B1, Canada",(844) 726-9227,43.6505117,-79.3822063
Manuel Antonio Brewing Company,"Dominical, Puntarenas Province, Savegre, Dominical, Provincia de Puntarenas, dominical, Costa Rica",8373 0635,9.2541473,-83.8648945
Ter Posterie,"Ooststraat 35, 8800 Roeselare, Belgium",051 26 24 00,50.9462017,3.1257146
Brasserie de l'Improbable,"Rue Eugène Cattoir 5, 1050 Ixelles, Belgium",02 344 09 00,50.8207872,4.3866638
Beer Nouveau,"75 N Western St, Manchester M12 6DY, UK",0161 272 7733,53.4735077,-2.2184497
Brauerei Georg Meister,"Unterzaunsbach 8, 91362 Pretzfeld, Germany",09194 9126,49.737739,11.223108
Storm Brewing Co.,"12707 49th St N, Clearwater, FL 33762, USA",(727) 201-4186,27.8874778,-82.6996197
Cherub Inn,"13 Higher St, Dartmouth TQ6 9RB, UK",01803 832571,50.3504073,-3.5786442
De Gebrande Winning,"Zepperenweg 7, 3800 Sint-Truiden, Belgium",011 68 20 47,50.816552,5.194968
Gutshof Menterschwaige,"Menterschwaigstraße 4, 81545 München, Germany",089 640732,48.081781,11.5453139
Birra 08,"Carrer de la Llacuna, 165, 08018 Barcelona, Spain",930 13 02 30,41.4070759,2.190938
The Brew House / Partners Brewery Ltd.,"589 Halifax Rd, Liversedge WF15 8HQ, UK",07565 229560,53.7163922,-1.7324546
Brauerei Zoller-Hof,"Leopoldstraße 40, 72488 Sigmaringen, Germany",0170 7774427,48.091221,9.206553
2 Brothers Brewery,"30W315 Calumet Ave W, Warrenville, IL 60555, USA",(630) 393-2337,41.824462,-88.211933
Brightside Brewing Company,"10, Dale Industrial Estate, Phoenix Way, Radcliffe, Manchester M26 1AD, UK",0161 725 9644,53.5568929,-2.3304838
Marc Laberge & Fils,"87 Boulevard Saint-Jean-Baptiste, Châteauguay, QC J6J 3H7, Canada",(450) 691-3070,45.3616527,-73.7144573
Green Island Pub,"25517 Eaton Way, Bay Village, OH 44140, USA",(440) 250-9086,41.4774523,-81.9022758
Beltana Hotel,"160 E Derwent Hwy, Lindisfarne TAS 7015, Australia",(03) 6243 8677,-42.8468282,147.3606455
Craft Beer Nation,"2310 Gaetz Ave, Red Deer, AB T4R 1C5, Canada",(403) 986-0126,52.2409805,-113.8149195
Gahan House,"1615 Grafton St, Halifax, NS B3J, Canada",(902) 444-3060,44.6460831,-63.5749003
Brasserie De La Cote,"Rue de l'Eglise 10, 1115 Vullierens, Switzerland",079 608 09 03,46.5732545,6.4813713
Indie Ale House Brewing Company,"2876 Dundas St W, Toronto, ON M6P 1Y8, Canada",(416) 760-9691,43.6655507,-79.4653387
Arbor Ales,"181 Easton Rd, Easton, Bristol BS5 0HQ, UK",0117 329 2711,51.4621167,-2.5660452
Lamb & Flag,"33 Rose St, Covent Garden, London WC2E 9EB, UK",020 7497 9504,51.51173,-0.125675
Brock Street Brewing Company,"244 Brock St S, Whitby, ON L1N 4K1, Canada",(905) 668-5347,43.8778318,-78.9416629
Zona Sul,"Av. Pres. Juscelino Kubitscheck, 537 - Ernesto Geisel, João Pessoa - PB, 58075-400, Brazil",(83) 3045-2020,-7.1795443,-34.8688291
Stonewood Braumanufaktur,"Augustusburger Str. 329, 09127 Chemnitz, Germany",0371 81003631,50.8264589,12.9703649
Privatbrauerei M. Ketterer GmbH & Co.,"Frombachstraße 27, 78132 Hornberg, Germany",07833 93960,48.201368,8.233806
De Kelk,"Langestraat 69, 8000 Brugge, Belgium",0479 85 38 22,51.2105831,3.2354029
Halifax Steam Brewing Company Ltd,"Southedge Works Hipperholme, Halifax HX3 8EF, UK",07974 544980,53.722436,-1.81111
Huisbrouwerij De 3 Vaten,"Herautenlaan 7, 2180 Antwerpen, Belgium",0485 42 57 96,51.2770126,4.4501803
Noble Grape,"802 N Bishop St, Chicago, IL 60642, USA",(312) 846-1204,41.8962433,-87.6636338
Wernecker Bierbrauerei,"Schönbornstraße 2, 97440 Werneck, Germany",09722 91500,49.9822007,10.1001993
"Gasthof ""Zum Renner""","Nußdorfer Pl. 4, 1190 Wien, Austria",01 3785858,48.259883,16.36618
Mauldons,"13 Church Field Rd, Sudbury CO10 2YA, UK",01787 311055,52.0441696,0.7561518
St-Luke Brewing Company,"5420 Rue Martineau, Saint-Hyacinthe, QC J2R 1T8, Canada",(514) 261-1949,45.6450642,-72.965196
Brouwerij Brasserie De Ranke,"Rue du Petit-Tourcoing 1a, 7711 Mouscron, Belgium",056 58 80 08,50.7334897,3.2993733
The Anderson,"8403 Mesa Dr, Austin, TX 78759, USA",(512) 414-2538,30.375657,-97.7527899
Amsterdam Barrel House,"87 Laird Dr, East York, ON M4G 3T7, Canada",(416) 504-1060,43.7060615,-79.3614035
Brasserie Fischer / Fischer Biere d' Alsace,"10 Rue St Charles, 67300 Schiltigheim, France",03 88 19 58 00,48.6052733,7.745753
Cerveceria Owe,"Av. Cnel. Olascoaga 2150, Q8300 Neuquén, Argentina",0299 442-3797,-38.9775834,-68.0588889
"Wellington Inn, The","230 Wellington St, Traverse City, MI 49686, USA",(231) 922-9900,44.7619868,-85.6138828
The Adventure Brew Hostel / Saya Beer,"Av Ismael Montes 503, La Paz, Bolivia",2 2915896,-16.4904312,-68.1406146
Howard Town Brewery,"Hope St, Glossop SK13 7SS, UK",01457 869800,53.4516181,-1.9357
The Red Deer,"7720 N Lamar Blvd, Austin, TX 78752, USA",(512) 381-1101,30.346052,-97.7146659
The Sheffield Tap / The Tapped Brew Co.,"Station, 1b Sheaf St, Sheffield City Centre, Sheffield S1 2BP, UK",0114 273 7558,53.3788121,-1.462792
Australian Hotel & Brewery,"350 Annangrove Rd, Rouse Hill NSW 2155, Australia",(02) 9679 4555,-33.6740946,150.9123918
The Forester,"3015 Caroline St 2nd floor, Houston, TX 77004, USA",(713) 528-4668,29.7406146,-95.3737669
Buds on the Bay,"17 Broad St, Brockville, ON K6V 4T5, Canada",(613) 345-4341,44.5885377,-75.6828263
CANOE Brewpub,"450 Swift St, Victoria, BC V8W 1S3, Canada",(250) 361-1940,48.4296539,-123.3709061
Dinneywicks,"The Chipping, Kingswood, Wotton-under-Edge GL12 8RT, UK",01453 844449,51.6241449,-2.3676338
De Brouwerij van Vlaanderen,"1e Linie-Regimentstraat 15, 8710 Wielsbeke, Belgium",0475 47 54 01,50.8902965,3.336288
Mela's Craft Beer,"Cra. 28 ##77-40, Bogotá, Colombia",301 7314222,4.6691654,-74.0666456
Brewsters Brewing Company & Restaurant - Crowfoot,"25 Crowfoot Terrace NW, Calgary, AB T3G 4J8, Canada",(403) 208-2739,51.126418,-114.1993459
Ambleside Brewing Company Ltd.,"407 Radam Ln, Austin, TX 78745, USA",(512) 921-1545,30.2229723,-97.7701519
Great Leap Brewing,"China, Beijing Shi, Dongcheng Qu, Xinzhong St, 乙12号",010 6417 0018,39.936639,116.442095
"Union Hotel, Newtown","576 King St, Newtown NSW 2042, Australia",(02) 9557 2989,-33.9040152,151.1802934
Minipivovar Matu≈°ka Broumy (Matuska),"U Radnice 115, 267 42 Broumy, Czechia",723 983 594,49.9549621,13.8516754
Caf√© Artisan Brewpub,"7020 Easy Wind Dr, Austin, TX 78752, USA",(512) 452-2337,30.3382665,-97.7188825
Else Beer Cervejaria,"Estrada Viana / Baia Nova, Km 6.5, s/n - Pedra da Mulata, Viana - ES, 29135-000, Brazil",(27) 99273-7815,-20.429692,-40.516502
The Moon Under Water Pub & Brewery,"350 Bay St, Victoria, BC V8T 1P7, Canada",(250) 380-0706,48.4352194,-123.3754917
O'sullivan's Pub,"117 W 4th St, Austin, TX 78701, USA",(512) 322-2005,30.2662843,-97.7443998
Det Lille Bryggeri,"Egerupvej 16, 4100 Ringsted, Denmark",51 92 03 33,55.4487258,11.7282224
Oxfordshire Ales,"Bicester Rd, Marsh Gibbon, Bicester OX27 0GB, UK",01869 278765,51.9007133,-1.0685634
Cowaramup Brewing Company,"229 Treeton Rd N, Cowaramup WA 6284, Australia",(08) 9755 5822,-33.8354972,115.1358335
Kongens Bryghus,"Vodroffsvej 23, 1900 Frederiksberg, Denmark",33 42 00 00,55.6767443,12.5534279
"Central Bar, The","109 E 9th St, New York, NY 10003, USA",(212) 529-5333,40.730454,-73.989948
Hirschbrauerei Schilling,"Aglishardter Str. 37, 72587 Römerstein, Germany",07382 93880,48.4919534,9.508932
Bridge Brewing Company,"1448 Charlotte Rd, North Vancouver, BC V7J 1H2, Canada",(604) 770-2739,49.3100803,-123.0338619
Buller Brewing Co.,"Junín 1747, C1113 AAS, Buenos Aires, Argentina",011 4806-0556,-34.5887101,-58.3922626
Wild's Brewery Ltd.,"13551 Ranch to Market Rd 150, Driftwood, TX 78619, USA",(512) 766-1842,30.1044526,-98.0196187
"Bar At The Linton Hotel, The","25-27 Bridge St, East Linton EH40 3AG, UK",01620 860098,55.9860992,-2.6561251
O'Malley's Pub,"2709 E Veterans Memorial Blvd, Killeen, TX 76543, USA",(254) 833-5185,31.1076075,-97.7106752
Azimut Brasserie,"5 Avenue du Dr Schinazi, 33000 Bordeaux, France",07 62 13 94 69,44.8863711,-0.541122
Roman N.V.,"2020 Wellness Way #402, Las Vegas, NV 89106, USA",(702) 485-5000,36.1621138,-115.1688601
Golden Star Brewery,"3001 Industrial Terrace, Austin, TX 78758, USA",(512) 821-2494,30.3795473,-97.7297891
Big Ben,"Westminster, London SW1A 0AA, UK",020 7219 4272,51.5007292,-0.1246254
Schlossbrauerei Naabeck,"Naabecker Str. 13, 92421 Schwandorf, Germany",09431 1326,49.29356,12.06674
Shiretown Beer,"363 Route de la Vallée, Nouvelle, QC G0C 2E0, Canada",(506) 686-0092,48.133305,-66.3800061
The Dover Castle,"Castle Hill Rd, Dover CT16 1HU, UK",0370 333 1181,51.128771,1.323391
Potton Brewery Company Limited,"Unit 3, 8 Market Square, Potton, Sandy SG19 2NP, UK",07789 680049,52.1280967,-0.2147156
Brasserie de la Vall√©e du Giffre,"Place du Gros Tilleul, 74340 Samoëns, France",04 50 34 94 43,46.0832031,6.7272557
The Chandos,"29 St Martin's Ln, Charing Cross, London WC2N 4ER, UK",020 7836 1401,51.5095517,-0.126781
Sourced Market,"12195 Maple Ridge Rd, Medina, NY 14103, USA",(585) 318-4597,43.208001,-78.334459
Cooper's Tavern,"20 W Mifflin St, Madison, WI 53703, USA",(608) 256-1600,43.0751065,-89.3861702
HopSaSam,"Sint-Salvatorsstraat 4, 9700 Oudenaarde, Belgium",0470 46 40 46,50.8560048,3.6296081
L'Histoire Belge,"Rue Belliard 135, 1000 Bruxelles, Belgium",02 283 12 20,50.8399376,4.3785419
The Angel Pub,"21815 TX-71, Spicewood, TX 78669, USA",(512) 264-3777,30.3643361,-98.0709
Snowy Mountains Brewery,"255 Werralong Rd, Dalgety NSW 2628, Australia",1300 766 608,-36.478792,148.775997
McLaren Vale Beer Company,"194 Sand Rd, McLaren Vale SA 5171, Australia",0409 676 542,-35.2177862,138.5798321
The White House,"1600 Pennsylvania Ave NW, Washington, DC 20500, USA",(202) 456-1111,38.8976763,-77.0365298
Hop Back Brewery plc,"Units 22, Downton Industrial Estate, 24 Batten Rd, Downton, Salisbury SP5 3HU, UK",01725 510986,50.9957841,-1.7558251
Brasserie de l'Aurore,"5 Avenue de la Gare, 37320 Cormery, France",06 51 06 15 90,47.262511,0.8339702
Berliner Kindl-Schultheiss-Brauerei GmbH,"Indira-Gandhi-Straße 66-69, 13053 Berlin, Germany",030 96090,52.5421401,13.4709901
Platform Bar At Grand Central Hotel,"270 Ann St, Brisbane City QLD 4000, Australia",(07) 3220 2061,-27.4657182,153.0259918
Cervejaria Elementum,"R. Arnildo Rost, 4676 - Rincão, Novo Hamburgo - RS, 93348-522, Brazil",(51) 3781-4391,-29.6753366,-51.1430876
Brasserie Artisanale De Rulles SPRL,"Rue Maurice Grévisse 36, 6724 Habay, Belgium",063 41 18 38,49.7183617,5.5576509
The Hidden Brewery,"1808 Schuylkill Road, PA-724, Douglassville, PA 19518, USA",(484) 273-2266,40.2477549,-75.7208976
Hobsons Brewery,"Newhouse Farm, Tenbury Road, Cleobury Mortimer DY14 8RD, UK",01299 270837,52.3748036,-2.485713
Scheldebrouwerij,"Wenenstraat 7, 2321 Meer, Belgium",03 665 36 96,51.473155,4.7229979
Drinkscenter Fontana,"Nieuwe Molenstraat 1/A, 9100 Sint-Niklaas, Belgium",03 780 70 50,51.1752778,4.1533333
Roughneck Brewing,"680 Oakwood Loop, San Marcos, TX 78666, USA",(512) 667-7000,29.9368818,-98.0630326
The Keg Steakhouse + Bar,"5760 SW Loop 820, Fort Worth, TX 76132, USA",(817) 731-3534,32.6846944,-97.4103541
The Crown Inn,"6121 N Interstate Hwy 35, Austin, TX 78752, USA",(512) 323-5466,30.3240219,-97.70475
Nandos,"10816 Motheral Dr, Austin, TX 78753, USA",(512) 791-0146,30.3770209,-97.6881229
Geelong Brewing,"221 Swanston St, Geelong VIC 3220, Australia",(03) 5202 4009,-38.1652972,144.3622583
Copenhagen Tavern,"Grand Place 11, 7000 Mons, Belgium",065 33 56 20,50.4545852,3.9528317
Privatbrauerei Am Rollberg,"Am Sudhaus 3, 12053 Berlin, Germany",030 68084577,52.4793907,13.4313213
Ainsty Ales,"Manor Farm Buildings, Intake Ln, Acaster Malbis, York YO23 2TY, UK",01904 703233,53.8942731,-1.1065611
Gastropub 20 PIP,"1, Slezská 1357, Vinohrady, 120 00 Praha-Praha 2, Czechia",607 753 416,50.0759666,14.4378121
Dan's Brewery,"98 N Western St, Manchester M12 6JL, UK",0161 661 3676,53.475228,-2.2219191
Libations Liquor Store,"725 E Villa Maria Rd Suite 700, Bryan, TX 77802, USA",(979) 822-8370,30.6431301,-96.3522981
BrewDog Brussels,"Putterie 20, 1000 Bruxelles, Belgium",02 513 63 55,50.846064,4.3569387
Klosterbrauerei Weissenohe / Klosterbrauerei Wei√üenohe Wirtshaus,"Klosterstraße 20, 91367 Weißenohe, Germany",09192 6357,49.6298722,11.2525583
Coast Mountain Brewing,"2, 1212 Alpha Lake Rd #2, Whistler, BC V0N 1B1, Canada",(604) 962-3222,50.0891746,-123.0380492
Black Heart Brewery,"499A Whitehorse Rd, Mitcham VIC 3132, Australia",0415 727 988,-37.81622,145.1927496
Brasserie des Coteaux,"Montagne Sainte-Walburge 199, 4000 Liège, Belgium",0478 53 92 85,50.652078,5.5717729
Bier und Weinbrandecke,"Bissener Str. 51, 52146 Würselen, Germany",02405 92450,50.8212897,6.1332469
Caravel Craft Brewery,"Bay #12, 10221 15 St NE, Calgary, AB T3J 0T1, Canada",(403) 971-4612,51.144321,-114.02559
Brasserie de la Lesse,"Rue du Treux 4, 5580 Rochefort, Belgium",084 45 75 25,50.1404605,5.1630025
Yulli's Brews,"75A Burrows Rd, Alexandria NSW 2015, Australia",(02) 9519 0161,-33.912262,151.1884753
Brasserie de la Lanterne,"5 Rue de la Lanterne, 67000 Strasbourg, France",03 88 32 10 10,48.5815735,7.7472308
Brewsters Brewing Company & Restaurant - Lake Bonavista,"755 Lake Bonavista Dr SE #176, Calgary, AB T2J 0N3, Canada",(403) 225-2739,50.9421164,-114.0474965
Linden Brauerei GmbH,"Rio-Reiser-Weg 1, 59423 Unna, Germany",02303 251120,51.5348158,7.6849878
The Steam Crane,"4-6 North St, Southville, Bristol BS3 1HT, UK",0117 923 1656,51.4415633,-2.6017038
Brasserie Storig,"85 Route de Bischwiller, 67300 Schiltigheim, France",03 88 62 13 56,48.6086259,7.7495208
Vinestrie,"766 Rue King E, Sherbrooke, QC J1G 1C5, Canada",(819) 562-4551,45.4078882,-71.8720006
Vrijstaat Vanmol Brewing,"Nellekenstraat 42A, 1750 Lennik, Belgium",0473 96 99 21,50.8210796,4.133094
The Brass Monkey,"2702 N St Mary's St, San Antonio, TX 78212, USA",(210) 480-4722,29.4502449,-98.4869156
Mad Hatter Brewing,"15 Caryl St, Liverpool L8 5AA, UK",07871 645864,53.3934492,-2.9808959
Nokomis Craft Ales,"301 1st Ave E, Nokomis, SK S0G 3R0, Canada",(306) 528-9910,51.505458,-105.005644
Mash Stuttgart,"Forststraße 7, 70174 Stuttgart, Germany",0711 1209330,48.7799973,9.1672372
Brauerei J. Kemker,"Wettendorf 1, 48351 Everswinkel, Germany",01512 5267867,51.9075482,7.7736878
Powell Street Craft Brewery,"1357 Powell St, Vancouver, BC V5L 1G8, Canada",(604) 558-2537,49.283323,-123.075781
The Raven And Republic,"246 1st Ave W, North Bay, ON P1B 3C1, Canada",(705) 478-6110,46.3142833,-79.4625028
Cerveza Artesanal Morante,"Pablo Poggio 1251, B1683 Villa Bosch, Buenos Aires, Argentina",011 2101-8005,-34.5853626,-58.5808726
Manitoulin Brewing Co.,"43 Manitowaning Rd, Little Current, ON P0P 1K0, Canada",(705) 370-5633,45.976524,-81.9242491
Creperie Bretonne,"396 Rue Principale, Saint-Sauveur, QC J0R 1R0, Canada",(450) 227-5434,45.8902583,-74.1634861
White Hart,"105 N Milby St #7, Houston, TX 77003, USA",(832) 925-8845,29.7501111,-95.3359456
Bily Kun,"354 Avenue du Mont-Royal E, Montréal, QC H2T 1P9, Canada",(514) 845-5392,45.5234813,-73.5832188
Cervejaria Goyaz,"Rua do Lírio, QD.45 LT12E Galpão 1,, s/n - Parque Primavera, Aparecida de Goiânia - GO, 74913-126, Brazil",(62) 3207-5866,-16.7641448,-49.2493721
"Bezoekerscentrum ""De Lambiek""","Gemeenveldstraat 1, 1652 Alsemberg, Belgium",02 359 16 36,50.7408347,4.3345682
Microbrasserie Moulin 7,"294 Boulevard St Luc, Asbestos, QC J1T 2W1, Canada",(819) 716-0686,45.7751631,-71.9376993
Los 3 Monjes - Cerveza Artesanal Ecuatoriana,"Av. Ladrón de Guevara E13-235, Quito 170143, Ecuador",099 888 1504,-0.2125374,-78.4853098
Mr. Lawrence Wine Merchant,"552 Westhorne Ave, London SE9 6DR, UK",020 8294 1663,51.4556971,0.0407563
D'Alemania Gourmet S.A.,"Calle Hermanas Mirabal #7, Santo Domingo, Dominican Republic",(809) 532-2866,18.439608,-69.9366937
Ash Tree,"6600 FM439, Belton, TX 76513, USA",(254) 939-7007,31.0917366,-97.52623
Clare Valley Brewing Co.,"22 Jeanneret Rd, Sevenhill SA 5453, Australia",(08) 8843 4308,-33.910877,138.6141777
Picaroons Brewtique,"912 Union St, Fredericton, NB E3A 3P7, Canada",(506) 457-9082,45.9585946,-66.6244398
Brewery Gran de Select,"10420 Metric Blvd Ste 150, Austin, TX 78758, USA",(512) 243-7054,30.384296,-97.7146899
Bavaria German Restaurant & Bar,"1461 Hooksett Rd c7, Hooksett, NH 03106, USA",(603) 836-5280,43.0704308,-71.4491233
Butts Brewery Ltd.,"Northfield Farm Industrial Estate, Wantage Rd, Great Shefford, Hungerford RG17 7BY, UK",01488 648133,51.4864462,-1.4373974
Redemption Brewing,"16, Compass West Estate, West Rd, Tottenham, London N17 0XL, UK",020 8885 5227,51.6065389,-0.0574239
"Wakefield Labour Club (a.k.a. ""Red Shed"")","18 Vicarage St S, Wakefield WF1 1QX, UK",01924 215626,53.683856,-1.4938343
Whitewater Brewing Co,"78 Hwy 17, Cobden, ON K0J 1K0, Canada",(613) 646-0101,45.6335786,-76.8869314
Barley Malt & Vine,"71 City Rd, Saint John, NB E2L 3M6, Canada",(506) 652-4884,45.2802212,-66.0598604
Wood Brewery Ltd,"Wistanstow, Craven Arms SY7 8DG, UK",01588 672523,52.463121,-2.83704
Shepherd Neame Ltd,"17 Court St, Faversham ME13 7AX, UK",01795 532206,51.3175253,0.891163
Micro-Brasserie L'Alchimiste,"681 Rue Marion, Joliette, QC J6E 8S3, Canada",(450) 760-2945,46.0064013,-73.4443502
De Gouden Leeuw,"Veurseweg, 2251 AC Voorschoten, Netherlands",071 560 2800,52.1136365,4.4325315
Manufaktur Krone / Gasthaus Krone,"Wermutshausen 4, 97996 Niederstetten, Germany",07932 606153,49.4171736,9.9497772
VIVA Cerveza! Craft Beer & Bottle Shop,"Moscú, Av. de la República, Quito 170505, Ecuador",(02) 244-4752,-0.1849706,-78.4802758
La Saucisserie,"69 Montée Gagnon, Bois-des-Filion, QC J6Z 4H3, Canada",(450) 621-0611,45.6658882,-73.7610749
The Austral,"205 Rundle St, Adelaide SA 5000, Australia",(08) 8223 4660,-34.9226768,138.6073716
Der Andechser Am Dom,"Frauenplatz 7, 80331 München, Germany",089 24292920,48.1382199,11.5737544
Brasserie Artisanale De La Divatte,"34bis Le Norestier, 44450 Divatte-sur-Loire, France",02 40 33 38 94,47.28037,-1.3736557
Warwickshire Beer Company,"Queen St, Cubbington, Leamington Spa CV32 7NA, UK",01926 450747,52.3107819,-1.4997118
Baldhead Cervejas Especiais,"Tv. Nova Trento, 79 - Tristeza, Porto Alegre - RS, 90230-260, Brazil",(51) 3085-9400,-30.1079929,-51.2461728
PEG Beer Co.,"125 Pacific Ave, Winnipeg, MB R3B 0M1, Canada",(204) 416-2337,49.9003427,-97.1340676
Klosterbrauerei Reutberg,"Am Reutberg 3, 83679 Sachsenkam, Germany",08021 258,47.8136786,11.6372797
Runaway Brewery,"Unit 4 Millgate, Dantzic Street, Manchester M4 4JW, UK",0161 832 2628,53.4899559,-2.2369751
Knops Beer Company,"Archerfield Estate, Dirleton, North Berwick EH39 5HQ, UK",01620 388588,56.0445374,-2.8014495
Lenton Lane Brewery,"5G The Midway, Nottingham NG7 2TS, UK",0333 003 5008,52.9306701,-1.1794467
Maelstrom Brasserie,"557 QC-131, Notre-Dame-des-Prairies, QC J6E 0M1, Canada",(450) 394-3868,46.0617058,-73.4192973
The Slug & Lettuce,"The, Riverside Level, Reading RG1 2AG, UK",0118 957 1839,51.4535501,-0.9708042
Brasserie De Milly,"13 Rue de la Gare, 60112 Milly-sur-Thérain, France",03 44 81 33 33,49.5029907,1.9895912
Barley's Homebrewing Supplies,"15112 N Interstate Hwy 35, Austin, TX 78728, USA",(512) 300-2739,30.4452466,-97.6685638
Bellfield Brewery,"46 Stanley Pl, Edinburgh EH7 5TB, UK",0131 656 9390,55.9557789,-3.1645438
Cerveceria Artesanal Petermann,"Carretera Internacional CH-203, km 59 D - Neltume, Panguipulli, Los Ríos, Chile",(63) 267 2020,-39.8666379,-71.9136406
Museum Tavern,"208 Bloor St W, Toronto, ON M5S 1T8, Canada",(416) 920-0110,43.6685283,-79.3958275
Bierfabrik Berlin,"Zur Alten Börse 74, 12681 Berlin, Germany",030 55200314,52.5202392,13.5267717
Hog Penny Pub,"5 Burnaby St, Hamilton, Bermuda",(441) 292-2534,32.2928381,-64.7842305
Mills Brewing,"240 E Main St, Festus, MO 63028, USA",(636) 543-3031,38.2197338,-90.3929811
Old Bank Of England,"194 Fleet St, Holborn, London EC4A 2LT, UK",020 7430 2255,51.5138962,-0.1114818
Bieraterie,"Ludwigstraße 97, 82467 Garmisch-Partenkirchen, Germany",08821 9098356,47.4944331,11.1075304
Grey Matter Brewing Co.,"19510 Hamilton Pool Rd, Dripping Springs, TX 78620, USA",(512) 829-4202,30.292163,-98.077812
Privatbrauerei Strate Detmold,"Palaisstraße 1, 32756 Detmold, Germany",05231 944000,51.9339858,8.8698071
Cervejaria Pratinha,"Av. Caramuru, 485 - Jardim Sumare, Ribeirão Preto - SP, 14030, Brazil",(16) 3441-1206,-21.1825613,-47.8179993
Maxbrauerei Biermanufaktur,"St.-Lorenz-Straße 14, 86972 Altenstadt, Germany",0160 8258198,47.825837,10.874761
Wirtshaus Ayingers,"Rathausplatz 2, 85521 Ottobrunn, Germany",089 74747405,48.065183,11.665673
Brasserie Verdus,"Château Le Grand Verdus, 33670 Sadirac, France",06 27 30 03 19,44.795769,-0.395151
Halen Breweries NV,"Stadsbeemd 1400, 3545 Halen, Belgium",013 46 03 60,50.9476186,5.1049367
Jarrah Jacks / Pemberton Brewing Company,"64 Kemp Rd, Pemberton WA 6260, Australia",(08) 9776 1333,-34.428325,116.024541
Vivat Factory,"Energetikov Ulitsa, 22 корпус 3, Dzerzhinsky, Moskovskaya oblast', Russia, 140090",8 (495) 232-40-80,55.645308,37.8293619
Brasserie Artisanale La Souche,"801 Chemin de la Canardière, Québec, QC G1J 2B8, Canada",(581) 742-1144,46.8288389,-71.2259028
Prince Edward Island Brewing Company,"96 Kensington Rd, Charlottetown, PE C1A 5J4, Canada",(902) 629-2739,46.2525504,-63.1150114
Hobbybrauer Hannover e.V.,"Schlägerstraße 17, 30171 Hannover, Germany",01514 0508299,52.3638142,9.7506989
Mestre-Cervejeiro.com Guarapuava,"R. Guaíra, 2688 - Centro, Guarapuava - PR, 85010-010, Brazil",(42) 3036-1377,-25.3884645,-51.4639696
Townsite Brewing,"5824 Ash Ave, Powell River, BC V8A 4R4, Canada",(604) 483-2111,49.874028,-124.551094
Brauerei Friedel Inh. Michaela Baier,"Höchstadter Str. 1, 91315 Höchstadt, Germany",09502 209,49.7606008,10.8942885
Marble's 57 Thomas Street,"57 Thomas St, Manchester M4 1NA, UK",0161 832 0521,53.483919,-2.236252
Companyia Cervesera del Nord de Mallorca (Beer Lovers),"Carrer de la Cisterna, 7, 07400 Alcúdia, Illes Balears, Spain",678 39 90 58,39.8526634,3.1213916
Buffalo Brewery (Aus.),"Boorhaman VIC 3678, Australia",(03) 5726 9215,-36.2133245,146.2874329
De Wilde Brouwers,"Hundelgemsesteenweg 310, 9820 Merelbeke, Belgium",0486 69 77 79,51.011991,3.7513443
The O Bar,"10526 W Parmer Ln, Austin, TX 78717, USA",(512) 366-5627,30.4977185,-97.7736574
The Blue Ship,"The Haven, Billingshurst RH14 9BS, UK",01403 822709,51.0639322,-0.4547856
Saltaire Brewery Limited,"103 Dockfield Rd, Shipley BD17 7AR, UK",01274 594959,53.8376868,-1.76653
The Bridge House,"10001 N Capital of Texas Hwy, Austin, TX 78759, USA",(512) 342-8080,30.389735,-97.736268
Nomadic Beers,"3804 Woodbury Dr suite a, Austin, TX 78704, USA",(512) 587-9669,30.2244374,-97.7605577
Degenbier,"Untere Brühlstrasse 11, 4800 Zofingen, Switzerland",079 767 99 39,47.2903197,7.9341148
Red Lion,"2316 S Shepherd Dr, Houston, TX 77019, USA",(281) 888-3599,29.7456059,-95.4109756
Forschungsbrauerei,"Unterhachinger Str. 78, 81737 München, Germany",089 6701169,48.0941039,11.6249728
